 profundidade, Hcp_real, Hcp_imag, Hcx_real, Hcx_imag, rho
 -0.2000000000000000E+01, -0.7607196224611280E-01,  0.7193749872267882E-04,  0.1544595624757116E+00, -0.4519261371774445E-03,  0.1000000000000000E+01
 -0.1899999976158142E+01, -0.7607206237657113E-01,  0.5679660780846234E-04,  0.1544597962424463E+00, -0.4220022785243200E-03,  0.1000000000000000E+01
 -0.1799999952316284E+01, -0.7607215592907762E-01,  0.4169188828170550E-04,  0.1544600217315547E+00, -0.3920562890146884E-03,  0.1000000000000000E+01
 -0.1700000047683716E+01, -0.7607224295240815E-01,  0.2663013331873789E-04,  0.1544602388285323E+00, -0.3620871159939940E-03,  0.1000000000000000E+01
 -0.1600000023841858E+01, -0.7607232349938473E-01,  0.1162091255804391E-04,  0.1544604474237884E+00, -0.3320928547114692E-03,  0.1000000000000000E+01
 -0.1500000000000000E+01, -0.7607239762914735E-01, -0.3322061603098442E-05,  0.1544606474118915E+00, -0.3020703712606776E-03,  0.5000000000000000E+02
 -0.1399999976158142E+01, -0.7607246541044298E-01, -0.1817865836573460E-04,  0.1544608386906470E+00, -0.2720146697301344E-03,  0.5000000000000000E+02
 -0.1299999952316284E+01, -0.7607252692664730E-01, -0.3291835928217092E-04,  0.1544610211598964E+00, -0.2419177832428636E-03,  0.5000000000000000E+02
 -0.1200000047683716E+01, -0.7607258228379629E-01, -0.4749293451031044E-04,  0.1544611947197455E+00, -0.2117667205038688E-03,  0.5000000000000000E+02
 -0.1100000023841858E+01, -0.7607263162427258E-01, -0.6182195493824952E-04,  0.1544613592676957E+00, -0.1815393874675546E-03,  0.5000000000000000E+02
 -0.1000000000000000E+01, -0.7607267515191560E-01, -0.7576148774770924E-04,  0.1544615146934097E+00, -0.1511957225899454E-03,  0.5000000000000000E+02
 -0.8999999761581421E+00, -0.7607260736814818E-01, -0.6321884539107963E-04,  0.1544616556853483E+00, -0.1257654621673508E-03,  0.5000000000000000E+02
 -0.8000000119209290E+00, -0.7607254794491020E-01, -0.5432920169577034E-04,  0.1544617794613311E+00, -0.1075026731461693E-03,  0.5000000000000000E+02
 -0.6999999880790710E+00, -0.7607249548782616E-01, -0.4774187724121130E-04,  0.1544618888917101E+00, -0.9374464224666025E-04,  0.5000000000000000E+02
 -0.6000000238418579E+00, -0.7607244896533498E-01, -0.4269727537728406E-04,  0.1544619860978829E+00, -0.8300006097698600E-04,  0.5000000000000000E+02
 -0.5000000000000000E+00, -0.7607240758693377E-01, -0.3873610988791856E-04,  0.1544620727045946E+00, -0.7436954606781059E-04,  0.5000000000000000E+02
 -0.4000000059604645E+00, -0.7607237073025212E-01, -0.3556462422572191E-04,  0.1544621499906184E+00, -0.6727883887445607E-04,  0.2000000000000000E+03
 -0.3000000119209290E+00, -0.7607233789473153E-01, -0.3298632081654814E-04,  0.1544622189842757E+00, -0.6134425758774961E-04,  0.2000000000000000E+03
 -0.2000000029802322E+00, -0.7607230867081467E-01, -0.3086486498060045E-04,  0.1544622805268906E+00, -0.5629981087752811E-04,  0.2000000000000000E+03
 -0.1000000014901161E+00, -0.7607228271866927E-01, -0.2910274711745112E-04,  0.1544623353165769E+00, -0.5195536499968309E-04,  0.2000000000000000E+03
  0.0000000000000000E+00, -0.7607225975302001E-01, -0.2762841689127494E-04,  0.1544623839394053E+00, -0.4817146100371786E-04,  0.2000000000000000E+03
  0.1000000014901161E+00, -0.7607223878845618E-01, -0.2583532764998324E-04,  0.1544624268650877E+00, -0.4492000152714864E-04,  0.2000000000000000E+03
  0.2000000029802322E+00, -0.7607222043823679E-01, -0.2432993383677238E-04,  0.1544624644961721E+00, -0.4215440988115663E-04,  0.2000000000000000E+03
  0.3000000119209290E+00, -0.7607220451863514E-01, -0.2304481313427218E-04,  0.1544624972043731E+00, -0.3977185775459684E-04,  0.2000000000000000E+03
  0.4000000059604645E+00, -0.7607219087088501E-01, -0.2193497067969348E-04,  0.1544625253109008E+00, -0.3770060280921416E-04,  0.2000000000000000E+03
  0.5000000000000000E+00, -0.7607217935714408E-01, -0.2096841921541219E-04,  0.1544625490946388E+00, -0.3588784086821881E-04,  0.2000000000000000E+03
  0.6000000238418579E+00, -0.7607216985729127E-01, -0.2012139716677589E-04,  0.1544625687986260E+00, -0.3429327924816458E-04,  0.2000000000000000E+03
  0.6999999880790710E+00, -0.7607216226636145E-01, -0.1937568506727731E-04,  0.1544625846352566E+00, -0.3288537282879049E-04,  0.2000000000000000E+03
  0.8000000119209290E+00, -0.7607215649245944E-01, -0.1871697887348022E-04,  0.1544625967904902E+00, -0.3163894856691104E-04,  0.2000000000000000E+03
  0.8999999761581421E+00, -0.7607215245506015E-01, -0.1813384321489963E-04,  0.1544626054273009E+00, -0.3053362061375568E-04,  0.2000000000000000E+03
  0.1000000000000000E+01, -0.7607215008360108E-01, -0.1761700558595999E-04,  0.1544626106885140E+00, -0.2955268754021101E-04,  0.2000000000000000E+03
  0.1100000023841858E+01, -0.7607214931632025E-01, -0.1715886250742828E-04,  0.1544626126991619E+00, -0.2868233976620589E-04,  0.2000000000000000E+03
  0.1200000047683716E+01, -0.7607215009928425E-01, -0.1675312362109239E-04,  0.1544626115684520E+00, -0.2791107526049560E-04,  0.2000000000000000E+03
  0.1299999952316284E+01, -0.7607215238557251E-01, -0.1639454899081716E-04,  0.1544626073914098E+00, -0.2722925994033917E-04,  0.2000000000000000E+03
  0.1399999976158142E+01, -0.7607215613459292E-01, -0.1607875138675398E-04,  0.1544626002502659E+00, -0.2662879146364794E-04,  0.2000000000000000E+03
  0.1500000000000000E+01, -0.7607216131150465E-01, -0.1580204510000234E-04,  0.1544625902156211E+00, -0.2610283865495936E-04,  0.2000000000000000E+03
  0.1600000023841858E+01, -0.7607216788673359E-01, -0.1556132884056919E-04,  0.1544625773474295E+00, -0.2564563738714317E-04,  0.2000000000000000E+03
  0.1700000047683716E+01, -0.7607217583555909E-01, -0.1535399411303751E-04,  0.1544625616958305E+00, -0.2525232936329756E-04,  0.2000000000000000E+03
  0.1799999952316284E+01, -0.7607218513777154E-01, -0.1517785298420275E-04,  0.1544625433018433E+00, -0.2491883403476336E-04,  0.2000000000000000E+03
  0.1899999976158142E+01, -0.7607219577738419E-01, -0.1503108086979370E-04,  0.1544625221979486E+00, -0.2464174651403021E-04,  0.2000000000000000E+03
  0.2000000000000000E+01, -0.7607220774239332E-01, -0.1491217114304287E-04,  0.1544624984085738E+00, -0.2441825619714310E-04,  0.2000000000000000E+03
  0.2099999904632568E+01, -0.7607222102458457E-01, -0.1481989920893031E-04,  0.1544624719504845E+00, -0.2424608215061686E-04,  0.2000000000000000E+03
  0.2200000047683716E+01, -0.7607223561937566E-01, -0.1475329429797231E-04,  0.1544624428331011E+00, -0.2412342230656688E-04,  0.2000000000000000E+03
  0.2299999952316284E+01, -0.7607225152569798E-01, -0.1471161767685181E-04,  0.1544624110587432E+00, -0.2404891425356421E-04,  0.2000000000000000E+03
  0.2400000095367432E+01, -0.7607226874590647E-01, -0.1469434631635394E-04,  0.1544623766228063E+00, -0.2402160598408867E-04,  0.2000000000000000E+03
  0.2500000000000000E+01, -0.7607228728572364E-01, -0.1470116132119188E-04,  0.1544623395138768E+00, -0.2404093541302416E-04,  0.2000000000000000E+03
  0.2599999904632568E+01, -0.7607230715421219E-01, -0.1473194064058772E-04,  0.1544622997137894E+00, -0.2410671785247943E-04,  0.2000000000000000E+03
  0.2700000047683716E+01, -0.7607232836377485E-01, -0.1478675575246860E-04,  0.1544622571976264E+00, -0.2421914094413050E-04,  0.2000000000000000E+03
  0.2799999952316284E+01, -0.7607235093018208E-01, -0.1486587217483367E-04,  0.1544622119336596E+00, -0.2437876683259744E-04,  0.2000000000000000E+03
  0.2900000095367432E+01, -0.7607237487263259E-01, -0.1496975380050872E-04,  0.1544621638832333E+00, -0.2458654163036223E-04,  0.2000000000000000E+03
  0.3000000000000000E+01, -0.7607240021383636E-01, -0.1509907119437908E-04,  0.1544621130005924E+00, -0.2484381249253424E-04,  0.2000000000000000E+03
  0.3099999904632568E+01, -0.7607242698013346E-01, -0.1525471414360752E-04,  0.1544620592326434E+00, -0.2515235290508274E-04,  0.2000000000000000E+03
  0.3200000047683716E+01, -0.7607245520164359E-01, -0.1543780891682247E-04,  0.1544620025186527E+00, -0.2551439710974360E-04,  0.2000000000000000E+03
  0.3299999952316284E+01, -0.7607248491245172E-01, -0.1564974088324335E-04,  0.1544619427898713E+00, -0.2593268496380234E-04,  0.2000000000000000E+03
  0.3400000095367432E+01, -0.7607251615083459E-01, -0.1589218337453535E-04,  0.1544618799690801E+00, -0.2641051898844369E-04,  0.2000000000000000E+03
  0.3500000000000000E+01, -0.7607254895952570E-01, -0.1616713396632831E-04,  0.1544618139700484E+00, -0.2695183592799930E-04,  0.2000000000000000E+03
  0.3599999904632568E+01, -0.7607258338603638E-01, -0.1647695972268925E-04,  0.1544617446968913E+00, -0.2756129586866201E-04,  0.2000000000000000E+03
  0.3700000047683716E+01, -0.7607261948302738E-01, -0.1682445343335753E-04,  0.1544616720433127E+00, -0.2824439290830413E-04,  0.2000000000000000E+03
  0.3799999952316284E+01, -0.7607265730875146E-01, -0.1721290350051692E-04,  0.1544615958917183E+00, -0.2900759261306838E-04,  0.2000000000000000E+03
  0.3900000095367432E+01, -0.7607269692756546E-01, -0.1764618098239844E-04,  0.1544615161121725E+00, -0.2985850315932166E-04,  0.2000000000000000E+03
  0.4000000000000000E+01, -0.7607273841053744E-01, -0.1812884844308865E-04,  0.1544614325611768E+00, -0.3080608931015009E-04,  0.2000000000000000E+03
  0.4099999904632568E+01, -0.7607278183615863E-01, -0.1866629682957993E-04,  0.1544613450802298E+00, -0.3186094146165537E-04,  0.2000000000000000E+03
  0.4199999809265137E+01, -0.7607282729118070E-01, -0.1926491876502467E-04,  0.1544612534941330E+00, -0.3303561627739142E-04,  0.2000000000000000E+03
  0.4300000190734863E+01, -0.7607287487161024E-01, -0.1993232971932002E-04,  0.1544611576089791E+00, -0.3434507145587957E-04,  0.2000000000000000E+03
  0.4400000095367432E+01, -0.7607292468389340E-01, -0.2067765287146007E-04,  0.1544610572097622E+00, -0.3580722577406453E-04,  0.2000000000000000E+03
  0.4500000000000000E+01, -0.7607297684632752E-01, -0.2151188980460769E-04,  0.1544609520575149E+00, -0.3744368800126987E-04,  0.2000000000000000E+03
  0.4599999904632568E+01, -0.7607303149077121E-01, -0.2244840846396725E-04,  0.1544608418858571E+00, -0.3928071660936003E-04,  0.2000000000000000E+03
  0.4699999809265137E+01, -0.7607308876471429E-01, -0.2350359373586552E-04,  0.1544607263968053E+00, -0.4135049966672452E-04,  0.2000000000000000E+03
  0.4800000190734863E+01, -0.7607314883381976E-01, -0.2469772724866438E-04,  0.1544606052556315E+00, -0.4369288625256531E-04,  0.2000000000000000E+03
  0.4900000095367432E+01, -0.7607321188506640E-01, -0.2605619613334845E-04,  0.1544604780845008E+00, -0.4635776617751744E-04,  0.2000000000000000E+03
  0.5000000000000000E+01, -0.7607327813068665E-01, -0.2761118335330691E-04,  0.1544603444545057E+00, -0.4940839934052586E-04,  0.2000000000000000E+03
  0.5099999904632568E+01, -0.7607334781316016E-01, -0.2940407883100369E-04,  0.1544602038755558E+00, -0.5292616746930274E-04,  0.2000000000000000E+03
  0.5199999809265137E+01, -0.7607342121163628E-01, -0.3148899665475887E-04,  0.1544600557833672E+00, -0.5701751040415738E-04,  0.2000000000000000E+03
  0.5300000190734863E+01, -0.7607349865034550E-01, -0.3393803817635014E-04,  0.1544598995224283E+00, -0.6182431413772027E-04,  0.2000000000000000E+03
  0.5400000095367432E+01, -0.7607358050980963E-01, -0.3684940116169875E-04,  0.1544597343232714E+00, -0.6753993294356233E-04,  0.2000000000000000E+03
  0.5500000000000000E+01, -0.7607366724214033E-01, -0.4036030415974581E-04,  0.1544595592714491E+00, -0.7443475921331139E-04,  0.2000000000000000E+03
  0.5599999904632568E+01, -0.7607375939245099E-01, -0.4466841892386659E-04,  0.1544593732640681E+00, -0.8289869840319237E-04,  0.2000000000000000E+03
  0.5699999809265137E+01, -0.7607385762978257E-01, -0.5006912717395059E-04,  0.1544591749469571E+00, -0.9351517293221178E-04,  0.2000000000000000E+03
  0.5800000190734863E+01, -0.7607396279346945E-01, -0.5702408106205361E-04,  0.1544589626203174E+00, -0.1071977315127745E-03,  0.2000000000000000E+03
  0.5900000095367432E+01, -0.7607407596594190E-01, -0.6629654632270423E-04,  0.1544587340902911E+00, -0.1254609357955359E-03,  0.2000000000000000E+03
  0.6000000000000000E+01, -0.7607419859390367E-01, -0.7924337131742013E-04,  0.1544584864211667E+00, -0.1510087121419868E-03,  0.2000000000000000E+03
  0.6099999904632568E+01, -0.7607420303727938E-01, -0.6390117508316396E-04,  0.1544582223210786E+00, -0.1816307405494211E-03,  0.2000000000000000E+03
  0.6199999809265137E+01, -0.7607420130272070E-01, -0.4856082972244752E-04,  0.1544579469820614E+00, -0.2122547892863903E-03,  0.2000000000000000E+03
  0.6300000190734863E+01, -0.7607419340272871E-01, -0.3322227572061037E-04,  0.1544576604027292E+00, -0.2428807276248100E-03,  0.2000000000000000E+03
  0.6400000095367432E+01, -0.7607417934939266E-01, -0.1788545701594223E-04,  0.1544573625820276E+00, -0.2735084313562075E-03,  0.2000000000000000E+03
  0.6500000000000000E+01, -0.7607415915441701E-01, -0.2550320775139412E-05,  0.1544570535192205E+00, -0.3041377823679292E-03,  0.2000000000000000E+03
  0.6599999904632568E+01, -0.7607413282913450E-01,  0.1278318281467262E-04,  0.1544567332138641E+00, -0.3347686682567880E-03,  0.1000000000000000E+01
  0.6699999809265137E+01, -0.7607410038452987E-01,  0.2811510074117467E-04,  0.1544564016657924E+00, -0.3654009819690255E-03,  0.1000000000000000E+01
  0.6800000190734863E+01, -0.7607406183125322E-01,  0.4344547734089844E-04,  0.1544560588750983E+00, -0.3960346214668987E-03,  0.1000000000000000E+01
  0.6900000095367432E+01, -0.7607401717964034E-01,  0.5877435446785125E-04,  0.1544557048421187E+00, -0.4266694894223960E-03,  0.1000000000000000E+01
  0.7000000000000000E+01, -0.7607396643972369E-01,  0.7410177164480078E-04,  0.1544553395674207E+00, -0.4573054929276603E-03,  0.1000000000000000E+01
  0.7099999904632568E+01, -0.7607414707433215E-01,  0.1048256154468121E-04,  0.1544549802885964E+00, -0.4828705858661557E-03,  0.1000000000000000E+01
  0.7199999809265137E+01, -0.7607433444721787E-01, -0.3519802742775809E-04,  0.1544546417828030E+00, -0.5011546952176953E-03,  0.1000000000000000E+01
  0.7300000190734863E+01, -0.7607452697468856E-01, -0.6956584424917777E-04,  0.1544543211203729E+00, -0.5148618898318993E-03,  0.1000000000000000E+01
  0.7400000095367432E+01, -0.7607472351197939E-01, -0.9634833443701194E-04,  0.1544540160902613E+00, -0.5255068806047430E-03,  0.1000000000000000E+01
  0.7500000000000000E+01, -0.7607492319247940E-01, -0.1178002058512028E-03,  0.1544537249640652E+00, -0.5340033733931694E-03,  0.1000000000000000E+01
  0.7599999904632568E+01, -0.7607512533748950E-01, -0.1353643016764822E-03,  0.1544534463529563E+00, -0.5409349567119545E-03,  0.1000000000000000E+01
  0.7699999809265137E+01, -0.7607532940149650E-01, -0.1500063784831037E-03,  0.1544531791160139E+00, -0.5466917120798277E-03,  0.1000000000000000E+01
  0.7800000190734863E+01, -0.7607553493696011E-01, -0.1623970306788346E-03,  0.1544529222988004E+00, -0.5515442189330717E-03,  0.1000000000000000E+01
  0.7900000095367432E+01, -0.7607574157059448E-01, -0.1730163459861659E-03,  0.1544526750906895E+00, -0.5556860306142265E-03,  0.1000000000000000E+01
  0.8000000000000000E+01, -0.7607594898677875E-01, -0.1822170169002376E-03,  0.1544524367942957E+00, -0.5592592452996291E-03,  0.1000000000000000E+01
  0.8100000381469727E+01, -0.7607615691559882E-01, -0.1902639399850767E-03,  0.1544522068030068E+00, -0.5623705292854650E-03,  0.1000000000000000E+01
  0.8199999809265137E+01, -0.7607636512399972E-01, -0.1973599183367998E-03,  0.1544519845841015E+00, -0.5651015062691105E-03,  0.1000000000000000E+01
  0.8300000190734863E+01, -0.7607657340909427E-01, -0.2036628392735833E-03,  0.1544517696658181E+00, -0.5675156949756113E-03,  0.1000000000000000E+01
  0.8399999618530273E+01, -0.7607678159300983E-01, -0.2092974514245153E-03,  0.1544515616272862E+00, -0.5696632623591225E-03,  0.1000000000000000E+01
  0.8500000000000000E+01, -0.7607698951885046E-01, -0.2143636225852819E-03,  0.1544513600905640E+00, -0.5715843545571912E-03,  0.1000000000000000E+01
  0.8600000381469727E+01, -0.7607719704748829E-01, -0.2189422465085286E-03,  0.1544511647142630E+00, -0.5733114783649576E-03,  0.1000000000000000E+01
  0.8699999809265137E+01, -0.7607740405498362E-01, -0.2230995438734764E-03,  0.1544509751883838E+00, -0.5748712345808667E-03,  0.1000000000000000E+01
  0.8800000190734863E+01, -0.7607761043047977E-01, -0.2268902444980997E-03,  0.1544507912300830E+00, -0.5762856000340321E-03,  0.1000000000000000E+01
  0.8899999618530273E+01, -0.7607781607447664E-01, -0.2303599760846992E-03,  0.1544506125801748E+00, -0.5775728896570846E-03,  0.1000000000000000E+01
  0.9000000000000000E+01, -0.7607802089739570E-01, -0.2335470810406131E-03,  0.1544504390002141E+00, -0.5787484880229539E-03,  0.1000000000000000E+01
  0.9100000381469727E+01, -0.7607822481837667E-01, -0.2364840149529742E-03,  0.1544502702700414E+00, -0.5798254123066743E-03,  0.1000000000000000E+01
  0.9199999809265137E+01, -0.7607842776426542E-01, -0.2391984349178202E-03,  0.1544501061857051E+00, -0.5808147503072488E-03,  0.1000000000000000E+01
  0.9300000190734863E+01, -0.7607862966875270E-01, -0.2417140550923396E-03,  0.1544499465576920E+00, -0.5817260047191889E-03,  0.1000000000000000E+01
  0.9399999618530273E+01, -0.7607883047163615E-01, -0.2440513255382077E-03,  0.1544497912094037E+00, -0.5825673662526511E-03,  0.1000000000000000E+01
  0.9500000000000000E+01, -0.7607903011818921E-01, -0.2462279755123639E-03,  0.1544496399758478E+00, -0.5833459321832749E-03,  0.1000000000000000E+01
  0.9600000381469727E+01, -0.7607922855861037E-01, -0.2482594517617564E-03,  0.1544494927024999E+00, -0.5840678826401247E-03,  0.1000000000000000E+01
  0.9699999809265137E+01, -0.7607942574754686E-01, -0.2501592747468607E-03,  0.1544493492443096E+00, -0.5847386238663462E-03,  0.1000000000000000E+01
  0.9800000190734863E+01, -0.7607962164367987E-01, -0.2519393301831683E-03,  0.1544492094648358E+00, -0.5853629054515178E-03,  0.1000000000000000E+01
  0.9899999618530273E+01, -0.7607981620935632E-01, -0.2536101091924011E-03,  0.1544490732354784E+00, -0.5859449168895106E-03,  0.1000000000000000E+01
  0.1000000000000000E+02, -0.7608000941026716E-01, -0.2551809073307590E-03,  0.1544489404348054E+00, -0.5864883675930646E-03,  0.1000000000000000E+01
  0.1010000038146973E+02, -0.7608020121516347E-01, -0.2566599904805651E-03,  0.1544488109479553E+00, -0.5869965535795156E-03,  0.1000000000000000E+01
  0.1019999980926514E+02, -0.7608039159559854E-01, -0.2580547338647175E-03,  0.1544486846661024E+00, -0.5874724133473131E-03,  0.1000000000000000E+01
  0.1030000019073486E+02, -0.7608058052570549E-01, -0.2593717391320187E-03,  0.1544485614859840E+00, -0.5879185749332475E-03,  0.1000000000000000E+01
  0.1039999961853027E+02, -0.7608076798199549E-01, -0.2606169334438785E-03,  0.1544484413094708E+00, -0.5883373957322864E-03,  0.1000000000000000E+01
  0.1050000000000000E+02, -0.7608095394317067E-01, -0.2617956537081592E-03,  0.1544483240431892E+00, -0.5887309963458644E-03,  0.1000000000000000E+01
  0.1060000038146973E+02, -0.7608113838996521E-01, -0.2629127184971930E-03,  0.1544482095981725E+00, -0.5891012894776476E-03,  0.1000000000000000E+01
  0.1069999980926514E+02, -0.7608132130499663E-01, -0.2639724896957021E-03,  0.1544480978895516E+00, -0.5894500047017744E-03,  0.1000000000000000E+01
  0.1080000019073486E+02, -0.7608150267263082E-01, -0.2649789255540318E-03,  0.1544479888362715E+00, -0.5897787097752245E-03,  0.1000000000000000E+01
  0.1089999961853027E+02, -0.7608168247886084E-01, -0.2659356265102709E-03,  0.1544478823608367E+00, -0.5900888290439023E-03,  0.1000000000000000E+01
  0.1100000000000000E+02, -0.7608186071119630E-01, -0.2668458749052331E-03,  0.1544477783890762E+00, -0.5903816593943608E-03,  0.1000000000000000E+01
  0.1110000038146973E+02, -0.7608203735856270E-01, -0.2677126695202086E-03,  0.1544476768499325E+00, -0.5906583841245591E-03,  0.1000000000000000E+01
  0.1119999980926514E+02, -0.7608221241120938E-01, -0.2685387557077527E-03,  0.1544475776752652E+00, -0.5909200850435553E-03,  0.1000000000000000E+01
  0.1130000019073486E+02, -0.7608238586062244E-01, -0.2693266517572675E-03,  0.1544474807996751E+00, -0.5911677530582359E-03,  0.1000000000000000E+01
  0.1139999961853027E+02, -0.7608255769945059E-01, -0.2700786720337290E-03,  0.1544473861603383E+00, -0.5914022974633832E-03,  0.1000000000000000E+01
  0.1150000000000000E+02, -0.7608272792143110E-01, -0.2707969473394217E-03,  0.1544472936968576E+00, -0.5916245541163896E-03,  0.1000000000000000E+01
 -0.1150000000000000E+02, -0.7607094748675225E-01, -0.7054546412573883E-05,  0.1544663219106233E+00, -0.1340075948787887E-04,  0.1000000000000000E+03
 -0.1139999961853027E+02, -0.7607096272509754E-01, -0.7179898709835462E-05,  0.1544662903611753E+00, -0.1363845724540796E-04,  0.1000000000000000E+03
 -0.1130000019073486E+02, -0.7607097833447944E-01, -0.7311334329743154E-05,  0.1544662580463085E+00, -0.1388779745996680E-04,  0.1000000000000000E+03
 -0.1119999980926514E+02, -0.7607099432910061E-01, -0.7449267246670774E-05,  0.1544662249368445E+00, -0.1414957490103638E-04,  0.1000000000000000E+03
 -0.1110000038146973E+02, -0.7607101072395876E-01, -0.7594148509039692E-05,  0.1544661910019805E+00, -0.1442465561422237E-04,  0.1000000000000000E+03
 -0.1100000000000000E+02, -0.7607102753490241E-01, -0.7746470416199262E-05,  0.1544661562091646E+00, -0.1471398495699835E-04,  0.1000000000000000E+03
 -0.1089999961853027E+02, -0.7607104477870150E-01, -0.7906771268112387E-05,  0.1544661205239624E+00, -0.1501859673774354E-04,  0.1000000000000000E+03
 -0.1080000019073486E+02, -0.7607106247311743E-01, -0.8075640781865250E-05,  0.1544660839099106E+00, -0.1533962363807311E-04,  0.1000000000000000E+03
 -0.1069999980926514E+02, -0.7607108063698102E-01, -0.8253726286247032E-05,  0.1544660463283528E+00, -0.1567830913293167E-04,  0.1000000000000000E+03
 -0.1060000038146973E+02, -0.7607109929028152E-01, -0.8441739827308100E-05,  0.1544660077382610E+00, -0.1603602116487894E-04,  0.1000000000000000E+03
 -0.1050000000000000E+02, -0.7607111845426470E-01, -0.8640466344985369E-05,  0.1544659680960383E+00, -0.1641426788006612E-04,  0.1000000000000000E+03
 -0.1039999961853027E+02, -0.7607113815153803E-01, -0.8850773112920660E-05,  0.1544659273552991E+00, -0.1681471579683707E-04,  0.1000000000000000E+03
 -0.1030000019073486E+02, -0.7607115840618986E-01, -0.9073620674866486E-05,  0.1544658854666273E+00, -0.1723921085577393E-04,  0.1000000000000000E+03
 -0.1019999980926514E+02, -0.7607117924392254E-01, -0.9310075560896899E-05,  0.1544658423773034E+00, -0.1768980289713563E-04,  0.1000000000000000E+03
 -0.1010000038146973E+02, -0.7607120069219953E-01, -0.9561325129802772E-05,  0.1544657980310069E+00, -0.1816877423312098E-04,  0.1000000000000000E+03
 -0.1000000000000000E+02, -0.7607122278041076E-01, -0.9828694963237441E-05,  0.1544657523674746E+00, -0.1867867313461363E-04,  0.1000000000000000E+03
 -0.9899999618530273E+01, -0.7607124554005765E-01, -0.1011366933743958E-04,  0.1544657053221260E+00, -0.1922235324539795E-04,  0.1000000000000000E+03
 -0.9800000190734863E+01, -0.7607126900495995E-01, -0.1041791542488918E-04,  0.1544656568256370E+00, -0.1980302018185997E-04,  0.1000000000000000E+03
 -0.9699999809265137E+01, -0.7607129321149199E-01, -0.1074331204272901E-04,  0.1544656068034597E+00, -0.2042428689089228E-04,  0.1000000000000000E+03
 -0.9600000381469727E+01, -0.7607131819884798E-01, -0.1109198397342917E-04,  0.1544655551752827E+00, -0.2109023974434946E-04,  0.1000000000000000E+03
 -0.9500000000000000E+01, -0.7607134400934262E-01, -0.1146634315820446E-04,  0.1544655018544113E+00, -0.2180551787536479E-04,  0.1000000000000000E+03
 -0.9399999618530273E+01, -0.7607137068875539E-01, -0.1186913842054172E-04,  0.1544654467470684E+00, -0.2257540895294942E-04,  0.1000000000000000E+03
 -0.9300000190734863E+01, -0.7607139828672400E-01, -0.1230351585088474E-04,  0.1544653897515907E+00, -0.2340596550322729E-04,  0.1000000000000000E+03
 -0.9199999809265137E+01, -0.7607142685719626E-01, -0.1277309261326618E-04,  0.1544653307575058E+00, -0.2430414710200008E-04,  0.1000000000000000E+03
 -0.9100000381469727E+01, -0.7607145645895089E-01, -0.1328204778298497E-04,  0.1544652696444662E+00, -0.2527799539984119E-04,  0.1000000000000000E+03
 -0.9000000000000000E+01, -0.7607148715620111E-01, -0.1383523497641834E-04,  0.1544652062810170E+00, -0.2633685116509422E-04,  0.1000000000000000E+03
 -0.8899999618530273E+01, -0.7607151901930313E-01, -0.1443832311826913E-04,  0.1544651405231545E+00, -0.2749162558821612E-04,  0.1000000000000000E+03
 -0.8800000190734863E+01, -0.7607155212557737E-01, -0.1509797389143797E-04,  0.1544650722126397E+00, -0.2875514234160915E-04,  0.1000000000000000E+03
 -0.8699999809265137E+01, -0.7607158656028537E-01, -0.1582206751455275E-04,  0.1544650011750111E+00, -0.3014257287644645E-04,  0.1000000000000000E+03
 -0.8600000381469727E+01, -0.7607162241778653E-01, -0.1661999291424291E-04,  0.1544649272172200E+00, -0.3167199598477653E-04,  0.1000000000000000E+03
 -0.8500000000000000E+01, -0.7607165980291508E-01, -0.1750302476251655E-04,  0.1544648501248127E+00, -0.3336512503780506E-04,  0.1000000000000000E+03
 -0.8399999618530273E+01, -0.7607169883265000E-01, -0.1848481927607084E-04,  0.1544647696585280E+00, -0.3524826454423063E-04,  0.1000000000000000E+03
 -0.8300000190734863E+01, -0.7607173963813318E-01, -0.1958207478906996E-04,  0.1544646855501687E+00, -0.3735358499146540E-04,  0.1000000000000000E+03
 -0.8199999809265137E+01, -0.7607178236714957E-01, -0.2081542465952308E-04,  0.1544645974975362E+00, -0.3972084666600839E-04,  0.1000000000000000E+03
 -0.8100000381469727E+01, -0.7607182718719957E-01, -0.2221066366983752E-04,  0.1544645051581514E+00, -0.4239976826584022E-04,  0.1000000000000000E+03
 -0.8000000000000000E+01, -0.7607187428935061E-01, -0.2380046270626587E-04,  0.1544644081413851E+00, -0.4545334013249265E-04,  0.1000000000000000E+03
 -0.7900000095367432E+01, -0.7607192389312718E-01, -0.2562681434372939E-04,  0.1544643059984596E+00, -0.4896255248304150E-04,  0.1000000000000000E+03
 -0.7800000190734863E+01, -0.7607197625281571E-01, -0.2774460009568000E-04,  0.1544641982095607E+00, -0.5303329697711742E-04,  0.1000000000000000E+03
 -0.7699999809265137E+01, -0.7607203166572050E-01, -0.3022692822030742E-04,  0.1544640841669425E+00, -0.5780670246564697E-04,  0.1000000000000000E+03
 -0.7599999904632568E+01, -0.7607209048319827E-01, -0.3317335786726761E-04,  0.1544639631523516E+00, -0.6347507628683346E-04,  0.1000000000000000E+03
 -0.7500000000000000E+01, -0.7607215312572314E-01, -0.3672300668445432E-04,  0.1544638343061770E+00, -0.7030734505843830E-04,  0.1000000000000000E+03
 -0.7400000095367432E+01, -0.7607222010400153E-01, -0.4107628713911428E-04,  0.1544636965841766E+00, -0.7869131538811796E-04,  0.1000000000000000E+03
